Timestamp,Sensor4,Sensor5,Sensor8,Sensor9,Label
2025-04-04 07:00:39,70,197,475,56,start1
2025-04-04 07:00:39,70,199,470,56,start1
2025-04-04 07:00:40,70,197,471,56,start1
2025-04-04 07:00:40,72,199,470,55,start1
2025-04-04 07:00:40,70,196,469,56,start1
2025-04-04 07:00:40,70,198,472,55,start1
2025-04-04 07:00:40,71,196,469,57,start1
2025-04-04 07:00:40,72,196,471,56,start1
2025-04-04 07:00:40,69,196,471,56,start1
2025-04-04 07:00:40,70,195,473,57,start1
2025-04-04 07:00:40,69,196,465,56,start1
2025-04-04 07:00:41,70,197,468,56,start1
2025-04-04 07:00:41,70,195,448,56,start1
2025-04-04 07:00:41,71,195,447,56,start1
2025-04-04 07:00:41,70,196,441,56,start1
2025-04-04 07:00:41,71,196,439,57,start1
2025-04-04 07:00:41,71,191,443,57,start1
2025-04-04 07:00:41,71,191,436,55,start1
2025-04-04 07:00:41,71,191,434,56,start1
2025-04-04 07:00:41,70,192,437,56,start1
2025-04-04 07:00:41,70,193,434,54,start1
2025-04-04 07:00:42,70,195,432,56,start1
2025-04-04 07:00:42,71,192,427,55,start1
2025-04-04 06:14:17,67,129,241,27,start1
2025-04-04 06:14:17,68,129,223,25,start1
2025-04-04 06:14:18,67,129,283,26,start1
2025-04-04 06:14:18,66,128,286,26,start1
2025-04-04 06:14:18,65,127,244,27,start1
2025-04-04 06:14:18,66,127,218,26,start1
2025-04-04 06:14:18,65,128,267,26,start1
2025-04-04 06:14:18,65,126,272,25,start1
2025-04-04 06:14:18,66,126,334,27,start1
2025-04-04 06:14:18,66,126,276,27,start1
2025-04-04 06:14:18,67,126,295,28,start1
2025-04-04 06:14:19,66,128,300,29,start1
2025-04-04 06:14:19,67,128,308,28,start1
2025-04-04 06:14:19,67,127,317,30,start1
2025-04-04 06:14:19,68,128,306,31,start1
2025-04-04 06:14:19,67,127,326,28,start1
2025-04-04 06:14:19,67,128,351,29,start1
2025-04-04 06:14:19,67,128,361,30,start1
2025-04-04 06:14:19,68,126,350,29,start1
2025-04-04 06:14:19,69,128,357,29,start1
2025-04-04 06:14:20,66,131,350,29,start1
2025-04-04 06:14:20,65,129,286,27,start1
2025-04-04 06:14:20,67,128,357,29,start1
2025-04-04 06:14:20,66,127,347,29,start1
2025-04-04 06:14:20,66,126,322,30,start1
2025-04-04 06:14:20,66,125,324,29,start1
2025-04-04 06:14:20,66,126,283,28,start1
2025-04-04 06:14:20,68,125,280,29,start1
2025-04-04 06:14:20,67,125,193,29,start1
2025-04-04 06:14:20,68,126,181,28,start1
2025-04-04 06:14:21,66,125,188,30,start1
2025-04-04 06:14:21,67,124,186,29,start1
2025-04-04 06:14:21,67,125,189,30,start1
2025-04-04 06:14:21,67,127,194,28,start1
2025-04-04 06:14:21,68,127,188,29,start1
2025-04-04 06:14:21,66,126,190,30,start1
2025-04-04 06:14:21,68,128,200,31,start1
2025-04-04 06:14:21,67,127,205,30,start1
2025-04-04 06:14:21,68,126,203,31,start1
2025-04-04 06:14:21,68,125,208,31,start1
2025-04-04 06:14:21,68,126,210,32,start1
2025-04-04 06:14:22,69,125,212,31,start1
2025-04-04 06:14:22,69,124,207,31,start1
2025-04-04 06:14:22,67,125,254,31,start1
2025-04-04 06:14:22,66,124,218,31,start1
2025-04-04 06:14:22,66,124,213,31,start1
2025-04-04 06:14:22,67,123,214,32,start1
2025-04-04 06:14:22,66,124,218,31,start1
2025-04-04 06:14:22,67,125,223,32,start1
2025-04-04 06:14:22,66,125,250,32,start1
2025-04-04 06:14:23,68,124,259,32,start1
2025-04-04 06:14:23,68,126,264,31,start1
2025-04-04 06:14:23,66,125,252,31,start1
2025-04-04 06:14:23,67,124,309,31,start1
2025-04-04 06:14:23,65,123,311,31,start1
2025-04-04 06:14:23,66,123,314,31,start1
2025-04-04 06:14:23,67,125,311,31,start1
2025-04-04 06:14:23,67,123,305,31,start1
2025-04-04 06:14:23,68,124,270,33,start1
2025-04-04 06:14:23,66,124,274,32,start1
2025-04-04 06:14:24,65,124,276,31,start1
2025-04-04 06:14:24,67,123,282,31,start1
2025-04-04 06:14:24,66,124,278,32,start1
2025-04-04 06:14:24,66,124,282,31,start1
2025-04-04 06:14:24,66,124,278,32,start1
2025-04-04 06:14:24,67,125,278,33,start1
2025-04-04 06:14:24,67,123,274,33,start1
2025-04-04 06:14:24,67,123,271,31,start1
2025-04-04 06:14:24,67,122,266,32,start1
2025-04-04 06:14:25,67,123,258,32,start1
2025-04-04 06:14:25,66,123,258,32,start1
2025-04-04 06:14:25,67,124,249,32,start1
2025-04-04 06:14:25,67,124,255,31,start1
2025-04-04 06:14:25,66,124,259,32,start1
2025-04-04 06:14:25,68,123,257,32,start1
2025-04-04 06:14:25,66,123,252,32,start1
2025-04-04 06:14:25,67,124,245,32,start1
2025-04-04 06:14:26,69,124,254,32,start1
2025-04-04 06:14:26,67,122,256,32,start1
2025-04-04 06:14:26,67,125,237,33,start1
2025-04-04 06:14:26,68,127,211,31,start1
2025-04-04 06:14:26,66,126,222,31,start1
2025-04-04 06:14:26,66,125,217,31,start1
2025-04-04 06:14:26,68,124,210,32,start1
2025-04-04 06:14:26,66,124,211,31,start1
2025-04-04 06:14:26,66,124,219,31,start1
2025-04-04 06:14:26,68,124,240,32,start1
2025-04-04 06:14:27,67,124,237,32,start1
2025-04-04 06:14:27,68,123,236,32,start1
2025-04-04 06:14:27,68,122,236,32,start1
2025-04-04 06:14:27,67,122,238,31,start1
2025-04-04 06:14:27,68,122,239,30,start1
2025-04-04 06:14:27,67,124,239,30,start1
2025-04-04 06:14:27,67,124,237,31,start1
2025-04-04 06:14:27,67,123,235,29,start1
2025-04-04 06:14:27,68,123,218,31,start1
2025-04-04 06:14:27,67,125,216,31,start1
2025-04-04 06:14:28,68,122,223,30,start1
2025-04-04 06:14:28,67,121,216,29,start1
2025-04-04 06:14:28,67,122,219,28,start1
2025-04-04 06:14:28,68,122,218,27,start1
2025-04-04 06:14:28,67,122,217,28,start1
2025-04-04 06:14:28,67,122,218,28,start1
2025-04-04 06:14:28,66,122,217,28,start1
2025-04-04 06:14:28,66,122,218,28,start1
2025-04-04 06:14:28,67,123,220,27,start1
2025-04-04 06:14:28,66,125,225,27,start1
2025-04-04 06:14:28,67,124,219,28,start1
2025-04-04 06:14:29,67,123,219,29,start1
2025-04-04 06:14:29,66,121,230,28,start1
2025-04-04 06:14:29,66,121,232,28,start1
2025-04-04 06:14:29,66,121,233,28,start1
2025-04-04 06:14:29,66,121,236,28,start1
2025-04-04 06:14:29,66,120,234,29,start1
2025-04-04 06:14:29,66,119,243,28,start1
2025-04-04 06:14:29,66,119,261,28,start1
2025-04-04 06:14:29,66,118,266,29,start1
2025-04-04 06:14:30,66,119,266,28,start1
2025-04-04 06:14:30,67,120,264,28,start1
2025-04-04 06:14:30,66,119,265,28,start1
2025-04-04 06:14:30,66,120,261,28,start1
2025-04-04 06:14:30,65,120,260,28,start1
2025-04-04 06:14:30,66,120,260,26,start1
2025-04-04 06:14:30,66,122,262,27,start1
